CAD_1279	 CAD_1247	 CAD_763	 CAD_1284	 CAD_730	 CAD_1419	 CAD_560	 CAD_1392	 CAD_1701	 CAD_1468	 CAD_1090	 CAD_1281	 CAD_1733	 CAD_240	 CAD_968	 CAD_945	 CAD_928	 CAD_1476	 CAD_270	 CAD_447	 CAD_1714	 CAD_437	 CAD_1288	 CAD_1474	 CAD_389	 CAD_989	 CAD_1785	 CAD_1390	 CAD_1976	 CAD_563	 CAD_2306	 CAD_221	 CAD_1213	 CAD_594	 CAD_1541	 CAD_1427	 CAD_2207	 CAD_1235	 CAD_1694	 CAD_1251	 CAD_2218	 CAD_121	 CAD_1211	 CAD_1473	 CAD_499	 CAD_982	 CAD_2196	 CAD_70	 CAD_10	 CAD_1984	 CAD_565	 CAD_916	 CAD_2149	 CAD_272	 CAD_2097	 CAD_2163	 CAD_1980	 CAD_853	 CAD_413	 CAD_2157	 CAD_18	 CAD_894	 CAD_691	 CAD_1897	 CAD_1543	 CAD_782	 CAD_742	 CAD_1647	 CAD_2101	 CAD_153	 CAD_2310	 CAD_1231	 CAD_1961	 CAD_933	 CAD_745	 CAD_2307	 CAD_886	 CAD_1574	 CAD_493	 CAD_2063	 CAD_1515	 CAD_1539	 CAD_1016	 CAD_1758	 CAD_187	 CAD_290	 CAD_2125	 CAD_1782	 CAD_1831	 CAD_2022	 CAD_257	 CAD_117	 CAD_1089	 CAD_144	 CAD_52	 CAD_1905	 CAD_34	 CAD_498	 CAD_1469	 CAD_304	 CAD_1628	 CAD_1129	 CAD_852	 CAD_402	 CAD_762	 CAD_2234	 CAD_1859	 CAD_1418	 CAD_366	 CAD_462	 CAD_472	 CAD_2219	 CAD_1598	 CAD_768	 CAD_1417	 CAD_262	 CAD_307	 CAD_13	 CAD_519	 CAD_513	 CAD_1595	 CAD_57	 CAD_633	 CAD_1958	 CAD_674	 CAD_2337	 CAD_1665	 CAD_233	 CAD_1581	 CAD_359	 CAD_1680	 CAD_450	 CAD_1214	 CAD_2136	 CAD_487	 CAD_296	 CAD_1139	 CAD_1205	 CAD_1094	 CAD_1662	 CAD_1442	 CAD_1593	 CAD_496	 CAD_1928	 CAD_1747	 CAD_1807	 CAD_520	 CAD_1331	 CAD_1405	 CAD_1103	 CAD_2274	 CAD_1512	 CAD_578	 CAD_1099	 CAD_1484	 CAD_1888	 CAD_675	 CAD_357	 CAD_1045	 CAD_1168	 CAD_1731	 CAD_207	 CAD_1953	 CAD_1408	 CAD_2284	 CAD_2079	 CAD_1157	 CAD_1140	 CAD_2075	 CAD_1122	 CAD_1507	 CAD_929	 CAD_43	 CAD_1340	 CAD_549	 CAD_235	 CAD_82	 CAD_952	 CAD_1929	 CAD_649	 CAD_688	 CAD_2160	 CAD_1164	 CAD_1752	 CAD_1262	 CAD_1950	 CAD_322	 CAD_143	 CAD_1406	 CAD_1633	 CAD_53	 CAD_1766	 CAD_943	 CAD_830	 CAD_1031	 CAD_2001	 CAD_488	 CAD_1882	 CAD_2158	 CAD_434	 CAD_22	 CAD_1901	 CAD_132	 CAD_1503	 CAD_295	 CAD_747	 CAD_586	 CAD_1098	 CAD_379	 CAD_669	 CAD_796	 CAD_514	 CAD_1743	 CAD_1040	 CAD_192	 CAD_531	 CAD_191
4.4907	 254170	 53962	 507510	 278040	 181820	 -409960	 414140	 129180	 182880	 -3894.8	 161440	 427990	 -16847	 227800	 -25159	 102980	 254010	 -89679	 300380	 -242980	 -280470	 -445300	 -639500	 230590	 613540	 439000	 61290	 237480	 571070	 455470	 92930	 -182700	 277620	 -4643.1	 289000	 57803	 153430	 157000	 54580	 498770	 342280	 -8742.3	 138780	 431380	 98036	 261350	 301630	 76999	 168270	 409580	 628820	 387900	 443260	 1114700	 825580	 321920	 252860	 89742	 160490	 39476	 426140	 58976	 217800	 602910	 129850	 354530	 112580	 99145	 647070	 701830	 274310	 89423	 -43577	 191560	 53742	 33330	 602110	 299250	 62911	 223470	 137400	 125160	 405740	 -40954	 118100	 -188480	 203370	 397100	 95356	 289410	 450100	 -51610	 655900	 94660	 -225510	 294010	 107370	 216400	 154580	 63126	 314280	 341090	 60749	 -29767	 469890	 115230	 241680	 761150	 131980	 409050	 156020	 139830	 137190	 472310	 514300	 -91036	 18702	 18059	 -257310	 311240	 213170	 89733	 -11705	 406500	 362420	 548380	 197690	 30993	 89731	 33399	 254520	 62812	 108730	 34799	 178720	 84362	 213300	 128650	 170220	 314590	 99901	 98536	 597200	 -307860	 418840	 494960	 536300	 158300	 168700	 217890	 196920	 715480	 291630	 110530	 372200	 347730	 150660	 253360	 240210	 294490	 461690	 -2212.8	 -123590	 351740	 -107150	 50622	 297080	 443870	 -312760	 420030	 122820	 158100	 583590	 112450	 104680	 -97161	 422410	 36939	 -410040	 140740	 159810	 292410	 456290	 497670	 152530	 -95217	 238430	 309530	 126580	 514990	 131660	 124950	 474240	 124080	 999190	 647530	 530880	 857720	 48081	 206820	 432240	 510470	 502720	 165010	 159090	 254990	 -232300	 26435	 563640	 112520	 114320	 -51530	 225930	 712420	 77439	 -115360	 6627
4.4912	 243840	 52169	 510540	 272310	 184980	 -416340	 410040	 127310	 184400	 86.629	 163870	 433900	 -13715	 221010	 -31348	 100670	 251990	 -97652	 294030	 -249580	 -280260	 -439470	 -636440	 226110	 617410	 443360	 58322	 236180	 571990	 453090	 86880	 -186660	 271590	 -11694	 286320	 57872	 143940	 148650	 62252	 503110	 338330	 -13019	 143080	 422190	 107490	 264110	 296280	 80795	 164970	 399090	 638200	 392720	 442270	 1116400	 822520	 315260	 252790	 91392	 158350	 36068	 426840	 59555	 216750	 604620	 131810	 356580	 115130	 91315	 634410	 691950	 266160	 83360	 -45437	 184260	 41296	 39591	 594440	 299350	 64589	 220030	 136430	 119910	 393100	 -51323	 125750	 -193460	 190250	 390070	 94893	 286420	 438040	 -49596	 651620	 89974	 -239760	 290430	 110010	 212430	 154800	 59173	 311320	 337580	 56858	 -38520	 477810	 106990	 235940	 756810	 137500	 409210	 148520	 143270	 130140	 462620	 513290	 -88066	 17509	 18690	 -261020	 310170	 204250	 88981	 -19471	 403450	 356860	 552740	 195250	 17441	 99407	 31441	 244810	 62008	 100620	 31813	 176150	 82241	 204170	 119260	 155740	 307500	 105300	 104670	 596590	 -306770	 416400	 487690	 541920	 148530	 166430	 201200	 191530	 706220	 285720	 109340	 365050	 356960	 138700	 256720	 239610	 284000	 462100	 2016.7	 -120010	 342700	 -104180	 42143	 296470	 446010	 -316260	 422500	 121100	 162520	 581940	 99155	 96451	 -106120	 423870	 26988	 -419680	 130350	 159050	 288520	 452800	 483650	 139810	 -101720	 224710	 306110	 125130	 519330	 130320	 122720	 461400	 120450	 993600	 645120	 526080	 859440	 39537	 198560	 420030	 509380	 497960	 165630	 152950	 254610	 -232770	 24950	 560010	 106220	 113010	 -59391	 217950	 707350	 69285	 -122490	 6079.8
4.4918	 234810	 57117	 509750	 269210	 182010	 -423930	 403320	 121740	 187490	 -4414.2	 159550	 441690	 -15648	 210860	 -38279	 99050	 248430	 -95539	 297970	 -248160	 -282330	 -438580	 -635670	 226710	 623850	 440750	 50041	 241420	 572930	 450770	 81426	 -184870	 265130	 -27769	 282310	 61301	 140250	 140820	 71809	 501530	 329900	 -17159	 147150	 417330	 105260	 264330	 286110	 81795	 164720	 389750	 642620	 390960	 441150	 1102100	 817960	 296530	 240770	 96193	 159010	 33893	 421060	 60193	 214270	 599360	 130990	 356040	 118430	 88597	 623950	 689180	 255840	 77181	 -51837	 174990	 25268	 45690	 594660	 295500	 61025	 222440	 131490	 115320	 386160	 -61155	 129610	 -197410	 172650	 385980	 91376	 279290	 437050	 -46010	 654360	 87046	 -251810	 286640	 112440	 203090	 149980	 58870	 305450	 348690	 55380	 -39068	 483780	 93616	 227960	 755080	 137520	 414420	 143600	 136440	 123060	 455670	 518430	 -88271	 18049	 17391	 -266480	 301930	 200790	 85530	 -28584	 401720	 354800	 549980	 196630	 5102	 112780	 29564	 237160	 48868	 90925	 26576	 173400	 78071	 195110	 118930	 147700	 303450	 103850	 111850	 592250	 -300760	 419520	 479830	 536810	 137440	 163840	 198180	 189930	 704300	 283030	 106030	 361630	 370980	 132010	 245160	 233690	 271630	 462430	 -5423.9	 -121570	 329960	 -107180	 36714	 300200	 441730	 -324650	 422920	 125720	 164330	 574400	 86087	 83505	 -108420	 417440	 27495	 -432590	 123900	 151070	 282160	 447920	 475520	 129980	 -102120	 216190	 301920	 112210	 514940	 126940	 118410	 453820	 122610	 992310	 642230	 519790	 861440	 35668	 185920	 409510	 506740	 493520	 162630	 155330	 250530	 -240590	 17112	 551780	 101320	 112120	 -70007	 211790	 714070	 57979	 -122970	 -3593.6
4.4923	 229760	 61844	 504750	 267500	 170650	 -431000	 398260	 108540	 185040	 -11161	 159680	 446760	 -11891	 204590	 -39205	 97297	 247630	 -89998	 301980	 -244390	 -290840	 -441610	 -634940	 236700	 626150	 426470	 45986	 243560	 568950	 453130	 72296	 -176680	 264130	 -39797	 280770	 62989	 136690	 134220	 75611	 494730	 322100	 -20000	 151720	 420870	 95948	 266280	 274910	 73272	 165590	 387990	 630980	 386640	 438720	 1091800	 814500	 275590	 236930	 92116	 161560	 31594	 412700	 57057	 203640	 589720	 128760	 352550	 124430	 96395	 621390	 687820	 247470	 73088	 -61009	 170670	 18717	 45003	 597830	 289550	 51123	 217570	 129480	 119950	 385860	 -67781	 128000	 -200540	 167990	 376700	 81665	 271440	 437800	 -49426	 652000	 91837	 -253060	 278880	 108270	 195630	 145430	 56718	 297230	 354180	 47792	 -25406	 491450	 85498	 222190	 756980	 128440	 423010	 140150	 129680	 115940	 448580	 516630	 -94517	 10512	 14504	 -273570	 300350	 198580	 87956	 -29602	 404460	 353410	 540260	 194680	 -3060.8	 128090	 28629	 235800	 37458	 86961	 23767	 171770	 76004	 183050	 125680	 143260	 303490	 100550	 111940	 592820	 -302220	 419200	 471170	 526600	 132790	 164510	 202260	 193960	 704800	 279330	 108070	 363100	 377120	 130910	 238780	 226320	 265900	 468600	 -18361	 -126310	 324950	 -116460	 38987	 297060	 433400	 -337910	 420310	 131520	 157010	 566700	 79573	 79850	 -106820	 410230	 39309	 -434480	 115890	 138950	 280330	 440040	 470600	 135700	 -100830	 220010	 298360	 99095	 507840	 130830	 110780	 445260	 128460	 993260	 639730	 514910	 859250	 35177	 177980	 401610	 504910	 493060	 158510	 159620	 250650	 -250520	 14190	 545300	 97596	 111250	 -82545	 204240	 723020	 49765	 -118180	 -12823
4.4929	 226800	 60956	 500080	 268380	 168500	 -441100	 397920	 95811	 186010	 -17147	 162880	 437100	 -9742.5	 205390	 -36853	 89102	 249260	 -91020	 296310	 -247170	 -298100	 -447280	 -631250	 247390	 624430	 413790	 45047	 240060	 570520	 459870	 60930	 -179300	 259350	 -43768	 275010	 66029	 122910	 127960	 71976	 482510	 319430	 -23251	 159880	 425510	 94200	 265740	 265540	 69516	 166140	 396290	 620480	 377580	 436940	 1083900	 814640	 264790	 236850	 76631	 158180	 29004	 406960	 58431	 192300	 586960	 123480	 347650	 123060	 105400	 631800	 682730	 238930	 71055	 -63344	 170100	 21243	 45844	 603320	 283030	 45166	 208690	 128020	 123190	 381700	 -62345	 120720	 -199810	 171580	 366870	 76391	 266940	 436100	 -62224	 643860	 96364	 -253870	 273160	 101140	 193340	 143380	 61338	 287600	 352120	 41037	 -15231	 492210	 78644	 218290	 755980	 122560	 417370	 130910	 131180	 110160	 438070	 509710	 -93112	 -1509.7	 11994	 -280760	 302380	 200990	 96631	 -24281	 413340	 348200	 531800	 188300	 -10610	 138390	 23524	 236780	 33223	 89763	 22563	 182470	 74314	 173690	 134110	 137270	 298010	 97646	 105640	 589320	 -309800	 416540	 468880	 516210	 129620	 171460	 204330	 195840	 705820	 268490	 117360	 365820	 369740	 122980	 238250	 225620	 269380	 472860	 -28742	 -125740	 324730	 -118950	 45055	 286020	 423070	 -344940	 413890	 138240	 146140	 553430	 79721	 82912	 -105940	 406320	 50050	 -431910	 101880	 136600	 282750	 424160	 460820	 146200	 -101160	 230360	 300260	 97372	 498230	 138370	 107080	 445090	 131590	 993050	 634080	 515290	 859880	 35770	 177110	 400710	 503120	 492950	 150990	 152870	 254340	 -259000	 14443	 542820	 96034	 107980	 -90956	 192200	 726210	 39192	 -118500	 -13208
4.4934	 222810	 57904	 493820	 268300	 169570	 -449960	 401140	 93435	 193120	 -24575	 160410	 418240	 -21212	 205050	 -40134	 85185	 258260	 -87865	 293080	 -253620	 -300650	 -456970	 -629270	 249410	 621780	 407060	 40862	 227680	 573780	 467610	 52948	 -186790	 251140	 -44648	 268950	 65601	 102990	 123210	 65326	 469450	 316040	 -29147	 161250	 428160	 92097	 259180	 255480	 69444	 162550	 397300	 616660	 368000	 436720	 1075200	 815490	 260750	 232310	 64966	 149270	 29547	 404340	 64381	 185900	 583560	 115760	 339970	 117560	 114640	 644540	 672410	 232440	 68041	 -53004	 170620	 22850	 44312	 607220	 279640	 38845	 206590	 121320	 121030	 380980	 -49395	 110320	 -199990	 173980	 361250	 81101	 265170	 432120	 -69922	 635510	 95235	 -252800	 268540	 104060	 198180	 145020	 59882	 282430	 346710	 42498	 -18552	 479490	 71004	 212710	 746910	 122270	 397160	 120360	 131160	 102880	 432800	 504470	 -86747	 -8127.5	 7454.9	 -279540	 296610	 200330	 101070	 -24773	 413610	 335320	 526840	 185440	 -13730	 142710	 14250	 234740	 32257	 93190	 20409	 193590	 78106	 175720	 139160	 133280	 288810	 92055	 96542	 584240	 -311920	 416570	 469420	 504640	 127410	 178590	 202380	 194790	 703700	 254790	 124830	 367000	 360490	 116130	 237760	 224380	 278360	 472650	 -38968	 -120820	 325210	 -119480	 44007	 283960	 419440	 -339090	 408390	 143960	 139310	 539910	 73364	 83951	 -101770	 404940	 51872	 -438570	 92601	 142840	 275760	 410130	 449640	 147520	 -102580	 234620	 304650	 104800	 491680	 136130	 105940	 454860	 130980	 990100	 625090	 518230	 858310	 32459	 182450	 404070	 502570	 497430	 140570	 148210	 256630	 -264700	 14381	 544950	 94412	 105500	 -92278	 186610	 726120	 42236	 -119250	 -15002
4.4939	 224800	 52658	 493510	 264450	 167090	 -448570	 403330	 87460	 196880	 -28768	 156030	 409880	 -36480	 201930	 -50194	 87897	 263530	 -80124	 293810	 -257180	 -302390	 -464810	 -632450	 243710	 617110	 406080	 36630	 219370	 564140	 468730	 50608	 -185830	 244110	 -47433	 265810	 62014	 95821	 126070	 62987	 463330	 318030	 -27648	 156490	 428920	 87072	 251640	 256170	 69972	 156670	 387470	 616660	 371010	 430980	 1068100	 802980	 261080	 229470	 66440	 137890	 32025	 402170	 71980	 189230	 575050	 108470	 328670	 116330	 119620	 645590	 667050	 235170	 61465	 -40014	 169830	 20895	 37558	 612270	 273790	 30685	 205250	 113490	 113750	 384740	 -38352	 100740	 -195120	 167390	 358710	 78985	 265850	 432440	 -82050	 632550	 84491	 -249660	 270950	 100930	 198700	 139420	 58796	 278220	 338090	 47742	 -26091	 464800	 61801	 214520	 735250	 116310	 380750	 117210	 127480	 102170	 432520	 497080	 -90552	 -10627	 2871.6	 -267760	 287920	 196100	 102570	 -30801	 404250	 324860	 524030	 188960	 -15707	 138380	 8420.1	 233680	 32566	 93769	 19020	 192560	 88427	 177090	 137360	 136360	 284120	 88618	 83179	 583990	 -312000	 415340	 466980	 499330	 127280	 174740	 202720	 189790	 699440	 249570	 119060	 368650	 359700	 116210	 235830	 213800	 285570	 468150	 -37521	 -120120	 326760	 -125300	 35367	 290020	 419500	 -329030	 399610	 142740	 138590	 531290	 69279	 83900	 -97970	 399960	 47077	 -447380	 95755	 153930	 267050	 405070	 448920	 148520	 -103780	 231200	 300250	 113290	 490220	 125820	 98960	 459130	 128820	 988930	 613650	 520600	 849670	 22868	 183460	 399430	 498790	 506140	 133340	 153950	 256640	 -269840	 8341.6	 549860	 90424	 100140	 -87431	 190180	 724800	 51797	 -120100	 -18578
4.4945	 233590	 45931	 485760	 263190	 164060	 -440940	 406590	 73744	 189780	 -33030	 158910	 419830	 -42988	 194240	 -65301	 89427	 262820	 -73147	 292520	 -261710	 -308140	 -467430	 -637000	 240530	 606710	 409710	 31960	 218460	 556610	 461920	 48285	 -187350	 236960	 -56536	 259170	 56822	 105630	 122120	 63734	 461020	 325790	 -22854	 152890	 423030	 87838	 249060	 265320	 71865	 149370	 376640	 612430	 382530	 415020	 1061500	 790460	 266790	 229680	 60118	 132900	 37668	 403550	 75506	 186590	 573800	 106950	 318140	 112380	 122850	 642550	 665070	 237330	 49339	 -33418	 164390	 15587	 25841	 619090	 269410	 22562	 203960	 103690	 101380	 382830	 -27401	 88955	 -189120	 159330	 359000	 72115	 266950	 429810	 -98893	 627170	 84582	 -251790	 270130	 91397	 191680	 129570	 60026	 269610	 331810	 48807	 -31172	 459570	 56690	 226160	 729460	 109410	 378200	 121470	 120090	 108490	 432710	 487290	 -95349	 -12481	 -1963.5	 -261800	 279930	 195590	 94995	 -39096	 401790	 323110	 525830	 191250	 -20914	 124770	 5924.5	 228040	 39771	 98444	 19970	 185590	 92099	 172890	 135000	 136800	 284350	 87933	 73138	 586360	 -307130	 409420	 462210	 498510	 129410	 162800	 202110	 179100	 692750	 256310	 111330	 366310	 362980	 122190	 233510	 203090	 286960	 463730	 -33987	 -125990	 326300	 -129310	 25961	 291400	 423800	 -323830	 388110	 135510	 138670	 524620	 73048	 79280	 -99060	 394350	 43580	 -445570	 95919	 158750	 269730	 405780	 449250	 150960	 -99104	 227600	 289330	 116220	 494880	 112320	 92443	 448720	 129800	 989640	 600050	 512000	 838570	 17950	 176330	 391670	 494250	 505590	 129170	 161410	 250350	 -275470	 2037.8	 553060	 84783	 91595	 -79137	 189540	 730700	 51507	 -122070	 -20182
4.4951	 231900	 46176	 474160	 269510	 155860	 -432480	 407790	 63424	 182810	 -33468	 163590	 433650	 -43213	 184650	 -77688	 84662	 263020	 -82007	 287910	 -267720	 -315050	 -471420	 -637700	 239230	 597480	 411750	 28224	 215070	 550820	 452450	 47651	 -190430	 230550	 -64494	 255850	 49747	 114330	 115830	 62096	 455160	 327880	 -21253	 154660	 407610	 96896	 250770	 266540	 70032	 144610	 376620	 604710	 385420	 401550	 1061200	 786690	 270520	 229580	 52950	 137210	 40087	 402950	 72194	 178500	 576150	 106470	 311780	 100830	 120070	 635600	 667460	 230500	 41402	 -37154	 158410	 11955	 15129	 614920	 266280	 20368	 204910	 91744	 91849	 379070	 -24270	 80949	 -195400	 155020	 355300	 67933	 263820	 429150	 -103880	 619080	 81981	 -251310	 262690	 90816	 189120	 123550	 54613	 265020	 323970	 42815	 -28542	 459310	 58744	 228550	 729800	 103020	 381990	 124220	 109870	 116720	 427400	 479960	 -98352	 -12021	 -9502.7	 -268810	 274100	 198060	 88570	 -46300	 402170	 322340	 524980	 191140	 -19276	 110490	 6529.4	 226040	 42353	 102780	 13802	 176900	 89130	 168540	 132240	 128020	 290560	 88621	 73778	 589320	 -300500	 399000	 454850	 499670	 128870	 157210	 203200	 164260	 687970	 266440	 103990	 358480	 361010	 127660	 226500	 203050	 279640	 461500	 -38382	 -135070	 323160	 -129750	 24757	 288520	 428850	 -321590	 382660	 123460	 147500	 521340	 75776	 70024	 -101170	 398810	 43401	 -435150	 93886	 159510	 281390	 405080	 448120	 146490	 -94144	 227630	 280570	 111050	 490910	 95404	 87484	 437340	 128740	 988150	 588950	 500010	 834030	 18861	 168510	 390760	 495050	 499760	 125030	 165240	 240840	 -277840	 8502.5	 550400	 84174	 92743	 -77138	 182530	 744290	 47616	 -132560	 -20278
4.4956	 224550	 49801	 470420	 275810	 153520	 -424470	 399890	 64085	 183420	 -39111	 159670	 437500	 -45431	 181770	 -77478	 81154	 264340	 -98844	 283940	 -266120	 -317130	 -477850	 -631810	 232670	 593050	 415610	 28576	 209340	 543710	 445630	 49583	 -191920	 225100	 -66988	 256910	 45317	 114510	 113650	 56582	 453200	 320070	 -15942	 154250	 392140	 102170	 249110	 265170	 75193	 143330	 383520	 598670	 379220	 402480	 1061700	 781420	 263110	 227630	 49299	 147270	 42362	 402560	 62005	 176060	 578790	 100390	 304540	 92321	 103150	 624070	 667400	 228380	 38514	 -44820	 149780	 7345.1	 13248	 601370	 260390	 23720	 207610	 85696	 88824	 372220	 -31003	 78723	 -208450	 149460	 350120	 62338	 252210	 428280	 -102800	 618900	 72982	 -253160	 259180	 91304	 190830	 119680	 38692	 267600	 313550	 36944	 -24330	 460450	 56977	 218300	 726750	 95615	 388120	 125690	 101190	 123660	 420990	 471150	 -97208	 -7895	 -16305	 -276820	 275690	 194820	 87747	 -42191	 404260	 314330	 519190	 190630	 -12118	 101600	 16581	 226430	 39901	 98890	 6241.4	 169950	 86172	 162260	 123160	 122710	 304620	 90598	 77299	 585490	 -297340	 388530	 443800	 502950	 127470	 152360	 197010	 152080	 687330	 277860	 96298	 346920	 355400	 123180	 221880	 203560	 265400	 456390	 -44602	 -144860	 316150	 -125100	 27992	 285510	 432550	 -326090	 382520	 108940	 156040	 522290	 79370	 65571	 -103180	 399440	 42030	 -424440	 96693	 153450	 292440	 405390	 452380	 134660	 -91249	 225310	 278240	 103550	 487630	 89403	 87732	 427490	 126530	 986810	 587410	 494640	 837060	 18810	 157620	 393350	 502860	 498680	 117050	 155510	 234280	 -271400	 15112	 545840	 86447	 98607	 -82668	 172140	 742630	 46139	 -144940	 -18392
4.4962	 226820	 53746	 468800	 275630	 153430	 -422330	 388600	 71539	 188120	 -48114	 152370	 428490	 -49239	 184850	 -73807	 75720	 264450	 -107620	 282170	 -265560	 -316090	 -471750	 -631390	 224690	 592440	 411820	 26795	 199880	 542270	 442140	 55636	 -196400	 222940	 -69584	 257730	 37957	 111340	 115830	 45563	 454200	 308560	 -11627	 147050	 390050	 97228	 242910	 266190	 79246	 135630	 380220	 590560	 374510	 411520	 1059600	 778450	 256260	 231610	 45664	 151910	 47226	 401650	 52996	 179600	 572890	 97737	 301350	 89896	 88539	 618420	 665180	 232170	 39846	 -51583	 140720	 -374.39	 17371	 594180	 254570	 27903	 199950	 94197	 89081	 358710	 -41675	 77218	 -212280	 139930	 349560	 53969	 236290	 426350	 -103630	 620020	 64455	 -253970	 262910	 91225	 190290	 119020	 30788	 273820	 310870	 29836	 -27305	 455350	 58357	 208460	 718700	 91124	 398360	 126750	 94412	 121190	 418660	 464400	 -99329	 1512.4	 -16380	 -281620	 286630	 180630	 86656	 -29420	 400950	 306080	 506670	 183240	 -9363.6	 98738	 26161	 217670	 37136	 95475	 3992.7	 157770	 81475	 162130	 118410	 118780	 316920	 92619	 78588	 578230	 -299740	 378110	 435420	 503490	 122760	 151730	 184790	 143280	 686770	 286290	 91194	 339560	 351180	 111230	 218790	 194950	 254170	 448020	 -51397	 -155880	 307920	 -123590	 25862	 281650	 433520	 -339980	 379340	 102180	 155600	 524080	 78056	 60787	 -101460	 390040	 35500	 -424670	 99371	 138770	 295870	 403460	 458020	 127430	 -89159	 226430	 279090	 95865	 486860	 101020	 88222	 417020	 126510	 984770	 593180	 487600	 837830	 15788	 144140	 391990	 505740	 495470	 111800	 143770	 229360	 -265000	 15163	 535030	 82145	 111710	 -89789	 166640	 740590	 48975	 -152410	 -15826
4.4967	 229670	 53062	 468200	 271370	 152880	 -425050	 389030	 80487	 186970	 -54149	 149080	 416010	 -47336	 184890	 -71485	 69043	 264770	 -117040	 280810	 -270860	 -318720	 -464730	 -629440	 216850	 594590	 403380	 17264	 195510	 539610	 431530	 48083	 -197970	 223390	 -66716	 257500	 29091	 105980	 120590	 38243	 457600	 294480	 -11889	 139360	 393020	 84547	 239100	 266630	 83087	 123010	 380600	 583380	 369710	 416400	 1061700	 780770	 257090	 239910	 45573	 151020	 44506	 403740	 49192	 187810	 559660	 102000	 306190	 88138	 84749	 619120	 662550	 228870	 39039	 -51185	 135810	 -3519.8	 18907	 589160	 251510	 30578	 189400	 104130	 95090	 346320	 -48066	 80253	 -212030	 138540	 349360	 50307	 229640	 422830	 -105850	 616770	 53262	 -250980	 261400	 96401	 190370	 119520	 33936	 277510	 312640	 24413	 -30427	 447900	 58381	 201180	 711440	 89453	 410290	 127740	 92813	 105460	 423950	 463260	 -108520	 1399.7	 -13783	 -288980	 297160	 162730	 88744	 -22637	 393810	 299500	 502370	 174040	 -19068	 102510	 26961	 207050	 33875	 94463	 4822.5	 139480	 76214	 162690	 115510	 115790	 319540	 96547	 74420	 567670	 -305500	 369800	 432930	 499090	 111010	 152330	 177000	 137670	 686520	 289680	 89940	 337690	 349870	 103710	 217670	 184960	 253820	 438320	 -60846	 -165430	 302180	 -118300	 19526	 278420	 430000	 -347220	 377820	 101110	 151100	 523730	 69609	 57398	 -104880	 377730	 27397	 -428320	 96535	 127800	 294800	 398620	 460760	 127820	 -90343	 230340	 277700	 86383	 478410	 113970	 88093	 407960	 123750	 984010	 590980	 489180	 834500	 13791	 145390	 386880	 497670	 489950	 115070	 137090	 226850	 -264910	 8570.4	 523690	 79637	 119540	 -97264	 156330	 742450	 56015	 -154690	 -13555
4.4973	 224310	 53833	 469620	 261240	 163870	 -427400	 392660	 90432	 184810	 -50004	 148080	 410160	 -37427	 177200	 -70772	 65226	 263910	 -118370	 276650	 -275350	 -329980	 -465880	 -630480	 205020	 589260	 400180	 13695	 196980	 535350	 418360	 36661	 -186540	 226570	 -64961	 258030	 18249	 103910	 124800	 32658	 464120	 285960	 -17994	 138790	 397890	 76256	 238210	 262450	 81709	 117260	 379900	 575800	 361890	 410550	 1061100	 774240	 259120	 241330	 46461	 150330	 32036	 402450	 39702	 193910	 550420	 109970	 310770	 90908	 87698	 622350	 663730	 221140	 35756	 -48255	 131930	 -2157.3	 15596	 579500	 255860	 29922	 184160	 110700	 104810	 340110	 -51599	 83489	 -214850	 142370	 347120	 56252	 231130	 417020	 -108720	 617320	 48637	 -246980	 252060	 102120	 191340	 124260	 40254	 274210	 310910	 26142	 -27164	 444720	 53370	 195700	 706140	 89132	 421110	 131540	 94620	 91109	 429430	 469970	 -115840	 -11406	 -15711	 -289530	 297870	 156220	 93538	 -20896	 393160	 299580	 512960	 172980	 -25938	 103900	 17019	 201950	 29919	 98078	 9715	 125340	 69560	 163450	 108050	 120340	 314570	 100760	 70452	 557790	 -315440	 370060	 432600	 492810	 96767	 159070	 171230	 132310	 688830	 288080	 89956	 343040	 350020	 103820	 218300	 181140	 261190	 428830	 -64222	 -174310	 299680	 -111990	 18879	 276170	 425660	 -348850	 374480	 103910	 145360	 520310	 63458	 56500	 -112790	 363560	 24715	 -425630	 91394	 118150	 294840	 384930	 459860	 123540	 -97927	 234820	 276170	 80489	 472780	 119330	 83974	 407690	 111600	 983700	 586090	 487940	 830750	 11936	 150920	 382560	 487270	 478750	 119510	 126750	 227110	 -268460	 5018.9	 518360	 83890	 118110	 -99430	 143330	 731890	 57293	 -149550	 -12518
